연령대,피해자 성별,최초 접수년,최초 접수월,피해액,사기유형,사칭기관,피해구제 신청사유,접근매체,자료기준일,원본파일,중복후보,전화_보이스피싱
40,여,2025,12,200000,가족납치.상해 협박,개인,보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
70,남,2025,12,117368800,투자사기,금융투자업자,투자사기,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,False
20,남,2025,12,5000000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,True,True
30,남,2025,12,34000000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
30,남,2025,12,22000000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
30,남,2025,12,67000000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
50,남,2025,12,10000000,투자사기,금융투자업자,투자사기,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,False
60,남,2025,12,20000000,투자사기,금융투자업자,투자사기,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,False
20,여,2025,12,500000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
60,남,2025,12,4000000,사건연루조사,"경찰, 검찰, 법원",보이스피싱,전화,20251231,우체국금융개발원_우체국 금융 사기계좌 정보_20251231.csv,False,True
