source_id,strategy_authority,strategy_fear,imp_public,imp_financial,strategy_info_extraction_sem,sensitive_info_request_sem,auth_info_request_sem,strategy_diversity_sem,action_diversity_sem,signal_family_count_sem,ix_identityclaim_authority_sem,ix_info_sensitive_sem,y_phishing,split
vp_36369_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36369_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36369_case_005,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36369_case_006,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_36369_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36369_case_008,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36370_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36370_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36370_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36371_case_001,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_36371_case_002,1,1,0,0,0,0,0,3,0,3,0,0,1,validation
vp_36371_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36371_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36371_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36371_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36371_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36371_case_008,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36371_case_009,1,1,0,1,0,0,0,3,0,4,1,0,1,train
vp_36372_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,validation
vp_36372_case_002,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_36372_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_36372_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36372_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36372_case_006,1,0,0,0,0,0,0,1,0,1,0,0,1,test
vp_36372_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36372_case_008,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36372_case_009,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36373_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36373_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36374_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36374_case_002,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36375_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36375_case_002,1,0,0,0,1,0,0,2,0,2,0,0,1,train
vp_36376_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36377_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_36377_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36377_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36377_case_004,1,0,0,0,0,0,0,2,0,2,0,0,1,test
vp_36377_case_005,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36377_case_006,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36377_case_007,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_36377_case_008,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_009,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_010,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_011,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_012,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_013,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36377_case_014,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36377_case_015,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36377_case_016,1,0,0,0,0,0,0,1,0,1,0,0,1,test
vp_36377_case_017,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_36377_case_018,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36378_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36379_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_36379_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36379_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36380_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_36381_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_36381_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36381_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36382_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36383_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36384_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_36385_case_001,1,1,1,1,0,0,0,3,0,4,1,0,1,train
vp_36385_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36385_case_003,1,1,1,1,0,0,0,3,0,4,1,0,1,train
vp_36385_case_004,1,0,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36385_case_005,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_36385_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36386_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36387_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_36388_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_36389_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36389_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36389_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36389_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36389_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36390_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36390_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36390_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36390_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36390_case_005,1,1,0,0,0,0,0,3,0,3,0,0,1,train
vp_36390_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36390_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36391_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36392_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,test
vp_36393_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36393_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36393_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36394_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36394_case_002,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_36394_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36394_case_004,1,0,1,0,0,0,0,1,0,2,1,0,1,train
vp_36395_case_001,1,1,1,1,0,0,0,3,0,4,1,0,1,train
vp_36396_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36396_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36396_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36396_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36396_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36396_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36396_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36396_case_008,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36396_case_009,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36396_case_010,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36396_case_011,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36396_case_012,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36396_case_013,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_36397_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36398_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_36399_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_36400_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_36401_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36401_case_002,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_36401_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36402_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36403_case_001,1,1,1,0,1,1,0,3,1,5,1,1,1,train
vp_36404_case_001,1,1,0,1,0,0,0,3,0,4,1,0,1,train
vp_36405_case_001,1,1,0,0,1,0,0,4,0,4,0,0,1,train
vp_36406_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36407_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36407_case_002,0,1,0,1,0,0,0,1,0,2,0,0,1,train
vp_36407_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36407_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36407_case_005,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36407_case_006,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36408_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36408_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36409_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_36410_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,test
vp_36411_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36412_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36413_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_36414_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36415_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36415_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36416_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36416_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36416_case_003,1,0,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36416_case_004,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36416_case_005,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36416_case_006,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36416_case_007,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36416_case_008,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_36416_case_009,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36416_case_010,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36416_case_011,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36417_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_36417_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36417_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36417_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36418_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_36419_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36428_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_36429_case_001,1,1,0,1,0,0,0,2,0,3,1,0,1,validation
vp_36432_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_36435_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36435_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36438_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36441_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_36442_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_36443_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36444_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_36445_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36446_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36448_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_36449_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36450_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,test
vp_36451_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36453_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36454_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36457_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36467_case_001,1,0,1,0,0,0,0,1,0,2,1,0,1,train
vp_36467_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36478_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36483_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36483_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_36486_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36491_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36492_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_36495_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36503_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36552_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_36553_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36555_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36560_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_36561_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_36562_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_36568_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_36614_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_36736_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_36736_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_130761_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_130762_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_130762_case_002,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_130764_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_130766_case_001,0,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_130767_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_130767_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_130768_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,validation
vp_130778_case_001,1,0,1,0,0,0,0,1,0,2,1,0,1,train
vp_130780_case_001,1,1,0,1,1,0,0,5,1,7,1,0,1,train
vp_130781_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,test
vp_130783_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_130784_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_130785_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_130785_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18243_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_18244_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18245_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18246_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18246_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18247_case_001,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18248_case_001,1,0,0,0,0,0,0,3,0,3,0,0,1,train
vp_18248_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18249_case_001,0,0,0,0,0,0,0,1,0,0,0,0,1,train
vp_18250_case_001,0,0,0,0,0,0,0,3,0,2,0,0,1,train
vp_18251_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18251_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18251_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18251_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18252_case_001,0,0,0,1,0,0,0,1,0,2,0,0,1,train
vp_18252_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18253_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,test
vp_18253_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18254_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18254_case_002,1,1,1,0,0,0,0,3,0,4,1,0,1,validation
vp_18255_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18255_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18256_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18256_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18257_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18257_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18258_case_001,1,1,0,0,1,1,0,3,1,4,0,1,1,train
vp_18259_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18259_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18259_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18260_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18260_case_002,1,0,0,0,0,0,0,2,0,2,0,0,1,train
vp_18261_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18262_case_001,0,0,0,0,0,0,0,1,0,0,0,0,1,train
vp_18263_case_001,0,0,0,0,0,0,0,1,0,0,0,0,1,train
vp_18264_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18264_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18264_case_003,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18265_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18266_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18266_case_002,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18267_case_001,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18268_case_001,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18269_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18269_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18269_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18270_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_18270_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18271_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18271_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_18272_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18272_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18272_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18273_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18273_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,test
vp_18273_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18274_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18274_case_002,1,0,1,0,0,0,0,1,0,2,1,0,1,validation
vp_18274_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18274_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18275_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18275_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18275_case_003,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18276_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18276_case_002,1,1,0,1,0,0,0,2,0,3,1,0,1,validation
vp_18276_case_003,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18276_case_004,1,1,1,0,0,0,0,2,0,3,1,0,1,validation
vp_18277_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18277_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18277_case_007,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18277_case_008,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_009,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18277_case_010,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18278_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18278_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18279_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18279_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18279_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18279_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18279_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18279_case_006,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18280_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18280_case_002,1,1,0,0,0,0,0,3,0,3,0,0,1,train
vp_18280_case_003,1,1,0,0,0,0,0,3,0,3,0,0,1,train
vp_18281_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18281_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18281_case_003,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18282_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_18282_case_002,1,1,1,1,0,0,0,3,0,4,1,0,1,train
vp_18282_case_003,0,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18283_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18283_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18283_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18283_case_004,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18283_case_005,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18284_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,train
vp_18284_case_002,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18284_case_003,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18285_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18285_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18285_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,test
vp_18285_case_004,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18285_case_005,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18286_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18286_case_002,1,0,0,1,0,0,0,1,0,2,1,0,1,train
vp_18287_case_001,0,0,0,0,0,0,0,1,0,1,0,0,1,test
vp_18287_case_002,1,0,0,0,0,0,0,3,1,4,0,0,1,train
vp_18287_case_003,0,0,0,1,0,0,0,1,0,2,0,0,1,validation
vp_18288_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18288_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18288_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18288_case_004,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18289_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18290_case_001,1,1,1,1,0,0,0,2,0,3,1,0,1,validation
vp_18290_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18290_case_003,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18290_case_004,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18290_case_005,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18291_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18291_case_002,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18291_case_003,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18292_case_001,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18292_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18292_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18292_case_004,0,0,0,1,0,0,0,0,0,1,0,0,1,train
vp_18292_case_005,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18293_case_001,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18293_case_002,0,0,0,0,0,0,0,0,0,0,0,0,1,train
vp_18294_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18294_case_002,0,1,0,0,0,0,0,1,0,1,0,0,1,validation
vp_18294_case_003,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18295_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18295_case_002,1,1,0,0,0,0,0,3,0,3,0,0,1,train
vp_18295_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18296_case_001,1,0,0,0,0,0,0,1,0,1,0,0,1,train
vp_18296_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18296_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18296_case_004,0,1,0,0,0,0,0,2,0,2,0,0,1,test
vp_18297_case_001,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18297_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18297_case_003,1,1,0,0,0,0,0,2,0,2,0,0,1,validation
vp_18298_case_001,1,0,0,1,0,0,0,2,0,3,1,0,1,train
vp_18298_case_002,1,1,0,1,0,0,0,2,0,3,1,0,1,train
vp_18299_case_001,1,0,0,1,0,0,0,1,0,2,1,0,1,train
vp_18299_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18300_case_001,0,1,0,0,0,0,0,1,0,1,0,0,1,train
vp_18300_case_002,1,1,0,0,0,0,0,2,0,2,0,0,1,train
vp_18300_case_003,0,0,0,0,0,0,0,0,0,0,0,0,1,validation
vp_18300_case_004,1,1,0,1,0,0,0,2,0,3,1,0,1,validation
vp_18300_case_005,1,1,0,0,0,0,0,3,0,3,0,0,1,validation
vp_18301_case_001,1,1,1,0,0,0,0,3,0,4,1,0,1,train
vp_18301_case_002,1,1,1,0,0,0,0,2,0,3,1,0,1,train
vp_18302_case_001,1,1,1,0,0,0,0,2,0,3,1,0,1,train
