연도,월,지역,분류축,분류값,지표,값,단위,시간단위,월_결측유형,출처파일
2021,,경기북부,전체,전체,발생건수,2196,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,경남,전체,전체,발생건수,1056,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,경북,전체,전체,발생건수,1381,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,광주,전체,전체,발생건수,624,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,대구,전체,전체,발생건수,1011,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,대전,전체,전체,발생건수,917,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,부산,전체,전체,발생건수,1697,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,서울,전체,전체,발생건수,7997,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,세종,전체,전체,발생건수,74,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,울산,전체,전체,발생건수,729,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,인천,전체,전체,발생건수,1904,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,전국,사기유형,기관사칭형,검거인원,1895,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,사기유형,기관사칭형,발생건수,7017,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,사기유형,기관사칭형,피해액,1741,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,사기유형,대출사기형,검거인원,24502,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,사기유형,대출사기형,발생건수,23965,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,사기유형,대출사기형,피해액,6003,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2021,,전국,성별,남성,피해자수,17027,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2021,,전국,성별,여성,피해자수,13955,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2021,,전국,연령대,20대이하,피해자수,5459,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전국,연령대,30대,피해자수,3299,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전국,연령대,40대,피해자수,6755,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전국,연령대,50대,피해자수,9564,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전국,연령대,60대,피해자수,4778,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전국,연령대,70대이상,피해자수,1127,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2021,,전남,전체,전체,발생건수,664,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,전북,전체,전체,발생건수,827,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,제주,전체,전체,발생건수,514,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,충남,전체,전체,발생건수,1335,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2021,,충북,전체,전체,발생건수,1171,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,1,전국,전체,전체,발생건수,2044,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,2,전국,전체,전체,발생건수,1750,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,3,전국,전체,전체,발생건수,2067,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,4,전국,전체,전체,발생건수,2497,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,5,전국,전체,전체,발생건수,2349,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,6,전국,전체,전체,발생건수,1694,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,7,전국,전체,전체,발생건수,1796,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,8,전국,전체,전체,발생건수,1895,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,9,전국,전체,전체,발생건수,1284,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,10,전국,전체,전체,발생건수,1407,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,11,전국,전체,전체,발생건수,1696,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,12,전국,전체,전체,발생건수,1353,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2022,,강원,전체,전체,발생건수,760,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,경기남부,전체,전체,발생건수,4112,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,경기북부,전체,전체,발생건수,1535,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,경남,전체,전체,발생건수,521,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,경북,전체,전체,발생건수,841,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,광주,전체,전체,발생건수,335,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,대구,전체,전체,발생건수,593,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,대전,전체,전체,발생건수,678,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,부산,전체,전체,발생건수,1178,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,서울,전체,전체,발생건수,6245,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,세종,전체,전체,발생건수,87,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,울산,전체,전체,발생건수,460,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,인천,전체,전체,발생건수,1058,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,전국,사기유형,기관사칭형,검거인원,4500,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,사기유형,기관사칭형,발생건수,8930,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,사기유형,기관사칭형,피해액,2077,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,사기유형,대출사기형,검거인원,20530,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,사기유형,대출사기형,발생건수,12902,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,사기유형,대출사기형,피해액,3361,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2022,,전국,성별,남성,피해자수,14308,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2022,,전국,성별,여성,피해자수,7524,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2022,,전국,연령대,20대이하,피해자수,6805,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전국,연령대,30대,피해자수,1821,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전국,연령대,40대,피해자수,3413,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전국,연령대,50대,피해자수,5378,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전국,연령대,60대,피해자수,3462,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전국,연령대,70대이상,피해자수,953,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2022,,전남,전체,전체,발생건수,640,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,전북,전체,전체,발생건수,600,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,제주,전체,전체,발생건수,409,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,충남,전체,전체,발생건수,1013,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2022,,충북,전체,전체,발생건수,767,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,1,전국,전체,전체,발생건수,1024,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,2,전국,전체,전체,발생건수,1504,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,3,전국,전체,전체,발생건수,1751,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,4,전국,전체,전체,발생건수,1468,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,5,전국,전체,전체,발생건수,1616,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,6,전국,전체,전체,발생건수,1721,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,7,전국,전체,전체,발생건수,1657,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,8,전국,전체,전체,발생건수,1718,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,9,전국,전체,전체,발생건수,1556,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,10,전국,전체,전체,발생건수,1313,건,월,월정보_존재,경찰청_보이스피싱 월별 발생 건수_20180101~20231031.csv
2023,,강원,전체,전체,발생건수,736,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,경기남부,전체,전체,발생건수,3514,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,경기북부,전체,전체,발생건수,1135,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,경남,전체,전체,발생건수,597,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,경북,전체,전체,발생건수,627,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,광주,전체,전체,발생건수,373,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,대구,전체,전체,발생건수,465,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,대전,전체,전체,발생건수,626,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,부산,전체,전체,발생건수,868,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,서울,전체,전체,발생건수,5865,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,세종,전체,전체,발생건수,83,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,울산,전체,전체,발생건수,363,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,인천,전체,전체,발생건수,870,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,전국,사기유형,기관사칭형,검거인원,8039,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,사기유형,기관사칭형,발생건수,11314,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,사기유형,기관사칭형,피해액,2364,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,사기유형,대출사기형,검거인원,14347,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,사기유형,대출사기형,발생건수,7588,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,사기유형,대출사기형,피해액,2108,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2023,,전국,성별,남성,피해자수,12319,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2023,,전국,성별,여성,피해자수,6583,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2023,,전국,연령대,20대이하,피해자수,8886,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전국,연령대,30대,피해자수,1621,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전국,연령대,40대,피해자수,2325,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전국,연령대,50대,피해자수,3149,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전국,연령대,60대,피해자수,2144,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전국,연령대,70대이상,피해자수,777,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2023,,전남,전체,전체,발생건수,487,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,전북,전체,전체,발생건수,700,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,제주,전체,전체,발생건수,385,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,충남,전체,전체,발생건수,530,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2023,,충북,전체,전체,발생건수,678,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,강원,전체,전체,발생건수,775,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,경기남부,전체,전체,발생건수,4299,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,경기북부,전체,전체,발생건수,1347,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,경남,전체,전체,발생건수,583,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,경북,전체,전체,발생건수,783,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,광주,전체,전체,발생건수,433,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,대구,전체,전체,발생건수,704,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,대전,전체,전체,발생건수,640,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,부산,전체,전체,발생건수,1186,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,서울,전체,전체,발생건수,5215,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,세종,전체,전체,발생건수,141,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,울산,전체,전체,발생건수,543,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,인천,전체,전체,발생건수,1207,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,전국,사기유형,기관사칭형,검거인원,7449,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,사기유형,기관사칭형,발생건수,9519,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,사기유형,기관사칭형,피해액,5349,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,사기유형,대출사기형,검거인원,14384,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,사기유형,대출사기형,발생건수,11320,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,사기유형,대출사기형,피해액,3196,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2024,,전국,성별,남성,피해자수,11866,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2024,,전국,성별,여성,피해자수,8973,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2024,,전국,연령대,20대이하,피해자수,5352,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전국,연령대,30대,피해자수,2156,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전국,연령대,40대,피해자수,3200,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전국,연령대,50대,피해자수,4828,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전국,연령대,60대,피해자수,4256,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전국,연령대,70대이상,피해자수,1047,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2024,,전남,전체,전체,발생건수,496,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,전북,전체,전체,발생건수,618,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,제주,전체,전체,발생건수,327,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,충남,전체,전체,발생건수,877,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2024,,충북,전체,전체,발생건수,665,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,강원,전체,전체,발생건수,801,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,경기남부,전체,전체,발생건수,4850,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,경기북부,전체,전체,발생건수,1302,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,경남,전체,전체,발생건수,865,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,경북,전체,전체,발생건수,794,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,광주,전체,전체,발생건수,476,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,대구,전체,전체,발생건수,933,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,대전,전체,전체,발생건수,671,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,부산,전체,전체,발생건수,1240,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,서울,전체,전체,발생건수,6029,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,세종,전체,전체,발생건수,182,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,울산,전체,전체,발생건수,621,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,인천,전체,전체,발생건수,1325,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,전국,사기유형,기관사칭형,검거인원,15161,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,사기유형,기관사칭형,발생건수,13323,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,사기유형,기관사칭형,피해액,9884,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,사기유형,대출사기형,검거인원,17209,명,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,사기유형,대출사기형,발생건수,10037,건,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,사기유형,대출사기형,피해액,2694,억원,연,연간자료_비해당,경찰청_보이스피싱 현황_20251231.csv
2025,,전국,성별,남성,피해자수,12158,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2025,,전국,성별,여성,피해자수,11202,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 성별 현황_20251231.csv
2025,,전국,연령대,20대이하,피해자수,5770,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전국,연령대,30대,피해자수,2510,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전국,연령대,40대,피해자수,2992,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전국,연령대,50대,피해자수,4794,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전국,연령대,60대,피해자수,5801,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전국,연령대,70대이상,피해자수,1493,명,연,연간자료_비해당,경찰청_전화금융사기 피해자 연령별 현황_20251231.csv
2025,,전남,전체,전체,발생건수,557,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,전북,전체,전체,발생건수,601,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,제주,전체,전체,발생건수,344,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,충남,전체,전체,발생건수,1065,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
2025,,충북,전체,전체,발생건수,704,건,연,연간자료_비해당,경찰청_전화금융사기_시도경찰청별_피해_현황_20251231.csv
