분류,게시글ID,제목,게시글URL,미디어URL,상태,파일,오류
그놈 목소리 - 대출사기형,36708,(대출사기 ②) 저희 수금 담당자가 OOO씨(실제로는 미리 확보해둔 대포통장) 인데요. 혹시 은행에서 왜 여기로 송금하냐고 하면,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36708&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=123d361d6dabd4d4268491e7e6e3d0e3&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36708_(대출사기 ②) 저희 수금 담당자가 OOO씨(실제로는 미리 확보해둔 대포통장) 인데요. 혹시 은행에서 왜 여기로 송금하냐고 하면.mp3,
그놈 목소리 - 대출사기형,36707,"책에다가 체크카드꽂고, 그 책을 박스에 넣고, 그 박스를 테이프로 동봉하셨어요? 퀵서비스 직원 보내드릴게요. 은행에 ATM 1일 현금인출한도는 1천만원으로 변경해주세요.",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36707&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=4a46011431bc9aaccd61a0332bae6b21&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36707_책에다가 체크카드꽂고, 그 책을 박스에 넣고, 그 박스를 테이프로 동봉하셨어요_ 퀵서비스 직원 보내드릴게요. 은행에 ATM 1일 현금인출한도는 1천만원으로 변경해주세요.mp3",
그놈 목소리 - 대출사기형,36705,OO저축은행 본사 변제과의 △△△ 팀장님 계좌(실제로는 미리 확보해둔 대포통장)입니다. 이 계좌로 원금 380만원을 상환하셔야 납부하셨다는 서류가 발급됩니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36705&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=ca3a2c32165e469473be15b3a33301bc&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36705_OO저축은행 본사 변제과의 △△△ 팀장님 계좌(실제로는 미리 확보해둔 대포통장)입니다. 이 계좌로 원금 380만원을 상환하셔야 납부하셨다는 서류가 발급됩니다.mp3,
그놈 목소리 - 대출사기형,36704,"신용도가 좀 낮아서, 신용도만 조금 상향되시면 보증서 발급 후 저희 쪽 대출 이용하실 수 있을 것 같습니다. 신용도를 상향하시려면, 당일 대출을 받으신 직후에 바로 상환하셔서 대출 상환 내역을 만드시면 돼요.",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36704&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=6b891ca006e8b62dbe7b77a8be98235a&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36704_신용도가 좀 낮아서, 신용도만 조금 상향되시면 보증서 발급 후 저희 쪽 대출 이용하실 수 있을 것 같습니다. 신용도를 상향하시려면, 당일 대출을 받으신 직후에 바로 상환하셔서 대출 상환 내역을 만드.mp3",
그놈 목소리 - 대출사기형,36702,"OO저축은행 법인 콜센터인데, 타사 대출을 저금리로 채무통합해드리겠습니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36702&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=33b03059ebea8cd19bd008b66e67c366&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36702_OO저축은행 법인 콜센터인데, 타사 대출을 저금리로 채무통합해드리겠습니다.mp3",
그놈 목소리 - 대출사기형,36701,OO저축은행 자금회수팀 OOO팀장입니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36701&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=6c53c4583711996c2371517c845c7250&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36701_OO저축은행 자금회수팀 OOO팀장입니다.mp3,
그놈 목소리 - 대출사기형,36700,담당자관리계좌로 상환하신 후에 저희 쪽으로 연락주시면 상환 내용 확인해서 OO은행 쪽으로 완납결제서류 발송하도록 하겠습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36700&menuNo=200690&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=467c335ea5523460bb2b84942de08a59&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36700_담당자관리계좌로 상환하신 후에 저희 쪽으로 연락주시면 상환 내용 확인해서 OO은행 쪽으로 완납결제서류 발송하도록 하겠습니다.mp3,
그놈 목소리 - 대출사기형,36699,"지금 대출 받으시려고 편법으로 진행하는거기 때문에, 혹시 은행 창구 직원이 돈을 왜 송금하는지 물어보더라도 마이너스 통장 발급받으려고 상환하는 거라고 말씀하시면 안됩니다. 사촌한테 사업자금 빌려주려고 송금하는거라고 말씀하시면 됩니다.",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36699&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=e0a63586721630e034955750177d78aa&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36699_지금 대출 받으시려고 편법으로 진행하는거기 때문에, 혹시 은행 창구 직원이 돈을 왜 송금하는지 물어보더라도 마이너스 통장 발급받으려고 상환하는 거라고 말씀하시면 안됩니다. 사촌한테 사업자금 빌려주려.mp3",
그놈 목소리 - 대출사기형,36698,"담당자 관리계좌로 보내실 때 다른 문구가 확인되실텐데, 그 문구를 저한테 알려주세요",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36698&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=e264a89a75109151bca69d4b300511c5&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36698_담당자 관리계좌로 보내실 때 다른 문구가 확인되실텐데, 그 문구를 저한테 알려주세요.mp3",
그놈 목소리 - 대출사기형,36697,(은행·캐피탈 직원 역할분담 ① - 은행직원) OOO캐피탈 채권회수팀에 직접 연락하셔서 기존 대출을 납부하시면서 전산이관 요청을 하셔야 합니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36697&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=7519aac78d4e75468c9e9cad821ed3a2&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36697_(은행·캐피탈 직원 역할분담 ① - 은행직원) OOO캐피탈 채권회수팀에 직접 연락하셔서 기존 대출을 납부하시면서 전산이관 요청을 하셔야 합니다.mp3,
그놈 목소리 - 대출사기형,36696,"(은행·캐피탈 직원 역할분담 ② - 은행직원) 고객님이 OOO캐피탈에 직접 연락하시면 저희가 필요한 공문을 못받아요 못받아요. 저희가 미리 OOO캐피탈에 공문 요청할테니, 해당 직원에게 상환하세요",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36696&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=507c8a89946eeee27bbea04d88946291&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36696_(은행·캐피탈 직원 역할분담 ② - 은행직원) 고객님이 OOO캐피탈에 직접 연락하시면 저희가 필요한 공문을 못받아요 못받아요. 저희가 미리 OOO캐피탈에 공문 요청할테니, 해당 직원에게 상환하세요.mp3",
그놈 목소리 - 대출사기형,36695,(은행·캐피탈 직원 역할분담 ③ - 캐피탈직원) 저희 OOO캐피탈 대출 갚으시고 OO은행으로 저금리 대출 전환하시려는거 아니죠?,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36695&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=ec7e0bacb7c40022c4650752eb1a397c&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36695_(은행·캐피탈 직원 역할분담 ③ - 캐피탈직원) 저희 OOO캐피탈 대출 갚으시고 OO은행으로 저금리 대출 전환하시려는거 아니죠_.mp3,
그놈 목소리 - 대출사기형,36694,(현금인출책으로 이용) 김OO씨한테서 2천만원이 입금될 거에요. 은행에서 무슨 관계냐고 물으면 친오빠라고 하세요,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36694&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=8a8c9c231263ae7c0a1a4be9c92199d6&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36694_(현금인출책으로 이용) 김OO씨한테서 2천만원이 입금될 거에요. 은행에서 무슨 관계냐고 물으면 친오빠라고 하세요.mp3,
그놈 목소리 - 대출사기형,36692,대출을 위해 공증료를 내셔야 해요. (피해자가 돈이 없다고 하자) 그러시면 계좌에 거래내역을 생성시켜 신용평점을 높이시는 방법도 있어요.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36692&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=c30b0ede68545091e8504b48ba64e402&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36692_대출을 위해 공증료를 내셔야 해요. (피해자가 돈이 없다고 하자) 그러시면 계좌에 거래내역을 생성시켜 신용평점을 높이시는 방법도 있어요.mp3,
그놈 목소리 - 대출사기형,36691,(피해자에게 돈을 구하라고 한 후) 월요일날 다시 예약을 잡아드리겠습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36691&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=497c0c48db16719402a2137e53240b55&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36691_(피해자에게 돈을 구하라고 한 후) 월요일날 다시 예약을 잡아드리겠습니다.mp3,
그놈 목소리 - 대출사기형,36690,"(대포통장 모집-①) 퀵서비스를 보내드릴 건데, 적당한 크기의 박스에 걸레 등을 꽉 채워서 무게를 늘려서 체크카드인 걸 들키지 않게 해서 보내주세요",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36690&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=b9174531507560670e278a5dc28e081d&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36690_(대포통장 모집-①) 퀵서비스를 보내드릴 건데, 적당한 크기의 박스에 걸레 등을 꽉 채워서 무게를 늘려서 체크카드인 걸 들키지 않게 해서 보내주세요.mp3",
그놈 목소리 - 대출사기형,36689,(대포통장 모집-②) (제보자가 대포통장 명의인으로 신고된 후 화가 나서 전화하자) 저희도 보이스피싱 사기를 당한거에요,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36689&menuNo=200690&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=456673c1001937c363692d25d7d7c1c3&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36689_(대포통장 모집-②) (제보자가 대포통장 명의인으로 신고된 후 화가 나서 전화하자) 저희도 보이스피싱 사기를 당한거에요.mp3,
그놈 목소리 - 대출사기형,36688,저한테 사기꾼이라고 욕하신거 사과하시면 제가 내일 마이너스 통장 내어드릴게요. 사과 안하시고 마이너스 통장 신청 취소하시면 대부업체에 상환한 금액은 3개월 후에 환급받으시게 돼요.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36688&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=2733be750d3abb894410b942cdee814e&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36688_저한테 사기꾼이라고 욕하신거 사과하시면 제가 내일 마이너스 통장 내어드릴게요. 사과 안하시고 마이너스 통장 신청 취소하시면 대부업체에 상환한 금액은 3개월 후에 환급받으시게 돼요.mp3,
그놈 목소리 - 대출사기형,36687,원하시는 대출금의 20%에 해당하는 금액을 예치하셔야 상환능력이 확인되어 대출이 가능합니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36687&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=47b72d393e93c4a1b9d7ce52bd900cae&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36687_원하시는 대출금의 20%에 해당하는 금액을 예치하셔야 상환능력이 확인되어 대출이 가능합니다.mp3,
그놈 목소리 - 대출사기형,36686,OO캐피탈 보안모듈 관련 전자계약서를 모바일 링크로 보내드렸습니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36686&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=22c3712ebc64115d7085ab700a0a66d4&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36686_OO캐피탈 보안모듈 관련 전자계약서를 모바일 링크로 보내드렸습니다.mp3,
그놈 목소리 - 대출사기형,36685,"발급비용은 대출금액의 1%로 확인되었고, 저희가 지정해드리는 법무사 계좌로 보내시면 됩니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36685&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=42e310e146e9d63c654806ad5cd2a481&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36685_발급비용은 대출금액의 1%로 확인되었고, 저희가 지정해드리는 법무사 계좌로 보내시면 됩니다.mp3",
그놈 목소리 - 대출사기형,36684,고객님 소득만을 담보로 진행되는 대출이기 때문에 고객님 소득에 대한 1차적인 추심 권한을 저희 햇살저축은행에 부여하기 위해 공증 절차를 진행하는 것입니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36684&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=bcba762a22287abb8610c592105c7966&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36684_고객님 소득만을 담보로 진행되는 대출이기 때문에 고객님 소득에 대한 1차적인 추심 권한을 저희 햇살저축은행에 부여하기 위해 공증 절차를 진행하는 것입니다.mp3,
그놈 목소리 - 대출사기형,36683,"저희는 중개업체이긴 한데, 신한쪽 금융 관련해서 중개를 하다보니 신한금융이라고 말씀드리고 있습니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36683&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=7c6d44d44300e49bb3bb2e3aed5b473b&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36683_저희는 중개업체이긴 한데, 신한쪽 금융 관련해서 중개를 하다보니 신한금융이라고 말씀드리고 있습니다.mp3",
그놈 목소리 - 대출사기형,36682,"대출승인은 났는데, 저희도 자금이 없어서 오늘 바로 내어드리기가 어렵습니다. 내일은 무조건 내어드릴 수 있습니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36682&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=815d51304ba77bb9de0cd9ad0426724a&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36682_대출승인은 났는데, 저희도 자금이 없어서 오늘 바로 내어드리기가 어렵습니다. 내일은 무조건 내어드릴 수 있습니다.mp3",
그놈 목소리 - 대출사기형,36681,"이 돈은 나중에 고객님께 반납 처리해드리기 때문에 소득이 아니고, 편법적인 부분이기 때문에 저희 법인 계좌로 상환받을 수는 없고, 전산팀 담당자를 섭외해서 그 분의 가상계좌로 상환받아야 합니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36681&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=546163c82d3a9d70e85d9b25e0ca9c98&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36681_이 돈은 나중에 고객님께 반납 처리해드리기 때문에 소득이 아니고, 편법적인 부분이기 때문에 저희 법인 계좌로 상환받을 수는 없고, 전산팀 담당자를 섭외해서 그 분의 가상계좌로 상환받아야 합니다.mp3",
그놈 목소리 - 대출사기형,36680,"일단 접수해드리고, 10분 후에 저희 심사과에서 전화가 갈테니 그때 받아주세요",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36680&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=039d3222a244eb9c3de95c471ccad531&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36680_일단 접수해드리고, 10분 후에 저희 심사과에서 전화가 갈테니 그때 받아주세요.mp3",
그놈 목소리 - 대출사기형,36679,최근에 대출받기 위해서 서류로 신청하신 적 있으신가요? 없으시면 대출 진행 가능하십니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36679&menuNo=200690&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=678b73354e86314e9613183e4bd2881d&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36679_최근에 대출받기 위해서 서류로 신청하신 적 있으신가요_ 없으시면 대출 진행 가능하십니다.mp3,
그놈 목소리 - 대출사기형,36678,OO금융입니다. 신용카드 이용 중이시면 신용카드 한도 범위 내에서 대출 가능합니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36678&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=b4e828862615616ecaec10e01a047a8e&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36678_OO금융입니다. 신용카드 이용 중이시면 신용카드 한도 범위 내에서 대출 가능합니다.mp3,
그놈 목소리 - 대출사기형,36677,제가 고객님을 가까운 지인 등록해두었기 때문에 인지세 납부하실 필요 없습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36677&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=100a426aba39d4d508e4a46c5886742a&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36677_제가 고객님을 가까운 지인 등록해두었기 때문에 인지세 납부하실 필요 없습니다.mp3,
그놈 목소리 - 대출사기형,36676,"만약에 원래 기존 (법인)상환계좌로 입금하시면, 중도상환이 되어 버리기 때문에, 가상계좌로 상환을 진행한 것입니다",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36676&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=2864e43d0637a68dd8c2ec405758a925&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36676_만약에 원래 기존 (법인)상환계좌로 입금하시면, 중도상환이 되어 버리기 때문에, 가상계좌로 상환을 진행한 것입니다.mp3",
그놈 목소리 - 대출사기형,36675,인지세 등록이 안되셔서 아직 대출금이 못 나간 것 같습니다. 인지세는 나중에 환급됩니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36675&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=9418b26027710e1a6c989857aae4d659&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36675_인지세 등록이 안되셔서 아직 대출금이 못 나간 것 같습니다. 인지세는 나중에 환급됩니다.mp3,
그놈 목소리 - 대출사기형,36674,"대출은 자산관리공사 보증을 전제로 하기 때문에, 자산관리공사 회원가입을 해주셔야 합니다. 제가 보내드리는 링크로 접속하세요",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36674&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=1a68d31d37c4dee323ec883bd90ca773&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36674_대출은 자산관리공사 보증을 전제로 하기 때문에, 자산관리공사 회원가입을 해주셔야 합니다. 제가 보내드리는 링크로 접속하세요.mp3",
그놈 목소리 - 대출사기형,36673,"심사과에 얘기해서 대출 승인되도록 약속드릴테니까, 고객님은 나중에 딴 말 하지 마십시오",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36673&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=8c792c05cc44d550dae0aa16982c6865&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36673_심사과에 얘기해서 대출 승인되도록 약속드릴테니까, 고객님은 나중에 딴 말 하지 마십시오.mp3",
그놈 목소리 - 대출사기형,36671,"OO컨설팅인데, 고금리 대출 저리로 전환해드려요. 불법 아니고 합법으로 하는 겁니다.",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36671&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=214bd61378a13e93e9d3dade9b5b6c26&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36671_OO컨설팅인데, 고금리 대출 저리로 전환해드려요. 불법 아니고 합법으로 하는 겁니다.mp3",
그놈 목소리 - 대출사기형,36670,"최근에 저희 회사 대출조건이 좋아졌는데, 대환대출하실 계획 있으신가요?",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36670&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=c7d3421a11e1ab6ab6269e5a36d1b541&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36670_최근에 저희 회사 대출조건이 좋아졌는데, 대환대출하실 계획 있으신가요_.mp3",
그놈 목소리 - 대출사기형,36669,대출이 필요하다고 하셔서 우리금융에서 연락드렸습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36669&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=67a736ab814b4a9020837790eb5076c8&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36669_대출이 필요하다고 하셔서 우리금융에서 연락드렸습니다.mp3,
그놈 목소리 - 대출사기형,36665,현대캐피탈 자금회수팀입니다. 저희 쪽으로 상환요청이 들어와서 연락드렸습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36665&menuNo=200690&pageIndex=6,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=b233688b146821163ecd72dabdb59604&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36665_현대캐피탈 자금회수팀입니다. 저희 쪽으로 상환요청이 들어와서 연락드렸습니다.mp3,
그놈 목소리 - 대출사기형,36664,고객님께서 다른 금융회사에서 대출문의하신 것이 부결나셔서 저희 이벤트상품을 안내드리고자 연락드렸습니다,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36664&menuNo=200690&pageIndex=7,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=849b2d892ea7334a86319cb907ea2a55&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36664_고객님께서 다른 금융회사에서 대출문의하신 것이 부결나셔서 저희 이벤트상품을 안내드리고자 연락드렸습니다.mp3,
그놈 목소리 - 대출사기형,36663,(현금인출책 모집) 저희는 사업자들에게 거래 내역 생성시켜서 수수료를 받는 회사입니다. 고객님들로부터 자금 수령 후 다시 회사 계좌로 입금하시면 됩니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36663&menuNo=200690&pageIndex=7,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=750edbabae0364b2d14c3ed1aa742b33&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36663_(현금인출책 모집) 저희는 사업자들에게 거래 내역 생성시켜서 수수료를 받는 회사입니다. 고객님들로부터 자금 수령 후 다시 회사 계좌로 입금하시면 됩니다.mp3,
그놈 목소리 - 대출사기형,36662,대포통장으로 신고되셨다고요? 고객님 다른 사람한테서 돈 받으신거 없으시잖아요 다 저희가 송금해드린겁니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36662&menuNo=200690&pageIndex=7,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=55e55d4c99802ac8e96ce7471091e906&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36662_대포통장으로 신고되셨다고요_ 고객님 다른 사람한테서 돈 받으신거 없으시잖아요 다 저희가 송금해드린겁니다.mp3,
그놈 목소리 - 대출사기형,36661,1차 심사가 완료되었는데 이 결과를 자산관리공사에 올려서 보증보험사가 발급되어야 대출이 됩니다.,https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36661&menuNo=200690&pageIndex=7,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=29c8be8de4843a305d5b33e4c89bedb3&fileSn=1&bbsId=B0000206,다운로드,원본 영상 및 음원\그놈 목소리 - 대출사기형\36661_1차 심사가 완료되었는데 이 결과를 자산관리공사에 올려서 보증보험사가 발급되어야 대출이 됩니다.mp3,
그놈 목소리 - 대출사기형,36660,"왜 상환처리하냐고 물어보면, 현금이 융통되어서 필요없게 되었다고 답하세요. 점수 올리려고 상환한다고 하시면 안돼요.",https://www.fss.or.kr/fss/bbs/B0000206/view.do?nttId=36660&menuNo=200690&pageIndex=7,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200690&atchFileId=2859127978151ad7346b9780275bd412&fileSn=1&bbsId=B0000206,다운로드,"원본 영상 및 음원\그놈 목소리 - 대출사기형\36660_왜 상환처리하냐고 물어보면, 현금이 융통되어서 필요없게 되었다고 답하세요. 점수 올리려고 상환한다고 하시면 안돼요.mp3",
