case_id,window_start,window_end,future_end,progress_pct,phase,recent_impersonation_count,recent_impersonation_diversity,recent_strategy_count,recent_strategy_diversity,recent_action_count,recent_continue_question_count,recent_alert_question_count,recent_offender_turn_share,current_risky_action_count,future_risky_action_count,future_risk,has_impersonation,has_continue_question,has_alert_question,has_authority,has_urgency,has_fear,has_legitimacy,has_money_request,has_info_extraction,signal_count
vp_130761_case_001,1,10,20,13.636363636363635,초반,2,1,3,2,0,0,1,0.8,0,0,0,1,0,1,1,0,0,1,0,0,4
vp_130761_case_001,6,15,25,21.21212121212121,초반,1,1,2,2,0,0,2,0.8,0,0,0,1,0,1,1,0,0,1,0,0,4
vp_130761_case_001,11,20,30,28.78787878787879,초반,0,0,0,0,0,1,2,0.5,0,0,0,0,1,1,0,0,0,0,0,0,2
vp_130761_case_001,16,25,35,36.36363636363637,중반,0,0,0,0,0,2,1,0.5,0,0,0,0,1,1,0,0,0,0,0,0,2
vp_130761_case_001,21,30,40,43.93939393939394,중반,0,0,0,0,0,3,1,0.6,0,0,0,0,1,1,0,0,0,0,0,0,2
vp_130761_case_001,26,35,45,51.515151515151516,중반,0,0,1,1,0,2,0,0.8,0,0,0,0,1,0,0,0,0,1,0,0,2
vp_130761_case_001,31,40,50,59.09090909090909,중반,0,0,2,2,0,1,0,0.9,0,0,0,0,1,0,1,0,0,1,0,0,3
vp_130761_case_001,36,45,55,66.66666666666666,후반,0,0,1,1,0,1,0,0.9,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_130761_case_001,41,50,60,74.24242424242425,후반,0,0,1,1,0,0,0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_130761_case_001,46,55,65,81.81818181818183,후반,0,0,1,1,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_130761_case_001,51,60,67,89.39393939393939,후반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_130761_case_001,56,65,67,96.96969696969697,후반,0,0,0,0,0,0,1,0.6,0,0,0,0,0,1,0,0,0,0,0,0,1
vp_130762_case_001,1,10,20,29.03225806451613,초반,0,0,3,2,0,1,1,0.5,0,0,0,0,1,1,0,1,0,1,0,0,4
vp_130762_case_001,6,15,25,45.16129032258064,중반,0,0,2,1,0,1,1,0.7,0,0,0,0,1,1,0,1,0,0,0,0,3
vp_130762_case_001,11,20,30,61.29032258064516,중반,0,0,3,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_130762_case_001,16,25,32,77.41935483870968,후반,0,0,3,2,0,1,0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_130762_case_001,21,30,32,93.54838709677419,후반,0,0,3,1,0,1,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_130762_case_002,7,19,27,52.94117647058824,중반,1,1,8,4,0,0,0,1.0,0,0,0,1,0,0,1,1,1,1,0,0,5
vp_130762_case_002,13,24,27,82.35294117647058,후반,1,1,5,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_130764_case_001,1,10,20,26.47058823529412,초반,1,1,5,3,0,3,0,0.6,0,0,0,1,1,0,0,1,1,1,0,0,5
vp_130764_case_001,6,15,25,41.17647058823529,중반,0,0,6,3,0,2,0,0.6,0,0,0,0,1,0,0,1,1,1,0,0,4
vp_130764_case_001,11,20,30,55.88235294117647,중반,0,0,7,3,0,2,0,0.7,0,0,0,0,1,0,0,1,1,1,0,0,4
vp_130764_case_001,16,25,35,70.58823529411765,후반,0,0,12,3,0,2,1,0.7,0,0,0,0,1,1,0,1,1,1,0,0,5
vp_130764_case_001,21,30,35,85.29411764705883,후반,0,0,9,3,0,1,2,0.6,0,0,0,0,1,1,0,1,1,1,0,0,5
vp_130766_case_001,1,17,20,75.0,후반,0,0,7,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,2
vp_130767_case_001,1,10,20,16.666666666666664,초반,0,0,3,2,0,0,0,0.5,0,0,0,0,0,0,0,1,0,1,0,0,2
vp_130767_case_001,6,15,25,25.925925925925924,초반,0,0,2,2,0,0,0,0.4,0,0,0,0,0,0,0,1,0,1,0,0,2
vp_130767_case_001,11,20,30,35.18518518518518,중반,0,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_130767_case_001,16,25,35,44.44444444444444,중반,1,1,3,3,0,0,0,0.8,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_130767_case_001,21,30,40,53.70370370370371,중반,1,1,4,4,0,0,0,0.7,0,0,0,1,0,0,1,1,1,1,0,0,5
vp_130767_case_001,26,35,45,62.96296296296296,중반,0,0,2,2,0,0,0,0.5,0,0,0,0,0,0,0,1,0,1,0,0,2
vp_130767_case_001,31,40,50,72.22222222222221,후반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_130767_case_001,36,45,55,81.48148148148148,후반,0,0,1,1,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_130767_case_001,41,50,55,90.74074074074075,후반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_130768_case_001,1,10,20,14.0625,초반,1,1,4,3,0,0,1,0.9,0,0,0,1,0,1,0,1,1,0,1,0,5
vp_130768_case_001,6,15,25,21.875,초반,1,1,6,5,0,0,1,0.9,0,0,0,1,0,1,1,1,1,1,1,0,7
vp_130768_case_001,11,20,30,29.6875,초반,1,1,4,3,0,1,2,0.7,0,0,0,1,1,1,1,0,1,1,0,0,6
vp_130768_case_001,16,25,35,37.5,중반,0,0,3,2,0,1,1,0.7,0,0,0,0,1,1,0,0,1,1,0,0,4
vp_130768_case_001,21,30,40,45.3125,중반,0,0,3,2,0,0,0,0.7,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_130768_case_001,26,35,45,53.125,중반,0,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_130768_case_001,31,40,50,60.9375,중반,0,0,1,1,0,0,2,0.5,0,0,0,0,0,1,0,0,1,0,0,0,2
vp_130768_case_001,36,45,55,68.75,후반,0,0,1,1,0,1,2,0.7,0,0,0,0,1,1,0,0,1,0,0,0,3
vp_130768_case_001,41,50,60,76.5625,후반,0,0,1,1,0,1,1,0.7,0,0,0,0,1,1,0,0,0,0,1,0,3
vp_130768_case_001,46,55,65,84.375,후반,0,0,3,3,0,1,1,0.7,0,0,0,0,1,1,0,1,1,0,1,0,5
vp_130768_case_001,51,60,65,92.1875,후반,0,0,5,3,0,1,0,0.8,0,0,0,0,1,0,0,1,1,0,1,0,4
vp_130778_case_001,1,10,20,33.33333333333333,중반,1,1,3,1,0,2,0,0.7,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_130778_case_001,6,15,25,51.85185185185185,중반,0,0,1,1,0,2,0,0.7,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_130778_case_001,11,20,28,70.37037037037037,후반,0,0,0,0,0,0,2,0.6,0,0,0,0,0,1,0,0,0,0,0,0,1
vp_130778_case_001,16,25,28,88.88888888888889,후반,1,1,1,1,0,0,2,0.6,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_130780_case_001,1,10,20,9.090909090909092,초반,0,0,5,3,0,0,0,0.6,0,0,0,0,0,0,1,1,0,0,0,0,2
vp_130780_case_001,6,15,25,14.14141414141414,초반,0,0,4,3,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_130780_case_001,11,20,30,19.19191919191919,초반,0,0,3,2,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_130780_case_001,16,25,35,24.242424242424242,초반,0,0,4,2,0,1,0,0.5,0,1,1,0,1,0,0,0,0,0,1,0,2
vp_130780_case_001,21,30,40,29.292929292929294,초반,3,3,6,4,0,1,0,0.6,0,1,1,1,1,0,1,1,0,0,1,0,5
vp_130780_case_001,26,35,45,34.34343434343434,중반,4,4,6,3,1,0,0,0.9,1,0,0,1,0,0,1,1,0,0,1,0,4
vp_130780_case_001,31,40,50,39.39393939393939,중반,1,1,2,1,1,0,0,0.8,1,0,0,1,0,0,0,0,0,0,1,0,2
vp_130780_case_001,36,45,55,44.44444444444444,중반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_130780_case_001,41,50,60,49.494949494949495,중반,2,2,1,1,0,0,0,0.7,0,2,1,1,0,0,0,0,0,0,1,0,2
vp_130780_case_001,46,55,65,54.54545454545454,중반,3,3,6,5,0,0,0,0.9,0,2,1,1,0,0,1,1,1,0,1,0,5
vp_130780_case_001,51,60,70,59.59595959595959,중반,2,1,8,6,2,0,0,1.0,2,0,0,1,0,0,1,1,1,0,1,1,6
vp_130780_case_001,56,65,75,64.64646464646465,중반,1,1,6,3,2,0,0,1.0,2,0,0,1,0,0,0,1,0,0,1,1,4
vp_130780_case_001,61,70,80,69.6969696969697,후반,0,0,6,3,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,1,3
vp_130780_case_001,66,75,85,74.74747474747475,후반,0,0,3,3,0,0,1,0.9,0,0,0,0,0,1,1,0,0,0,1,1,4
vp_130780_case_001,71,80,90,79.7979797979798,후반,2,2,3,1,0,0,1,0.9,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_130780_case_001,76,85,95,84.84848484848484,후반,2,2,2,1,0,0,3,0.7,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_130780_case_001,81,90,100,89.8989898989899,후반,0,0,0,0,0,1,4,0.4,0,0,0,0,1,1,0,0,0,0,0,0,2
vp_130780_case_001,86,95,100,94.94949494949495,후반,0,0,5,2,0,1,1,0.5,0,0,0,0,1,1,0,1,0,0,1,0,4
vp_130781_case_001,2,15,20,75.0,후반,1,1,4,2,0,0,0,1.0,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_130783_case_001,1,10,20,26.47058823529412,초반,1,1,2,2,0,0,0,0.8,0,2,1,1,0,0,1,0,0,0,1,0,3
vp_130783_case_001,6,15,25,41.17647058823529,중반,1,1,2,2,2,0,0,0.8,2,0,0,1,0,0,1,0,0,0,0,1,3
vp_130783_case_001,11,20,30,55.88235294117647,중반,0,0,8,4,2,0,0,1.0,2,0,0,0,0,0,0,1,1,1,0,1,4
vp_130783_case_001,16,25,35,70.58823529411765,후반,0,0,9,4,0,0,0,0.9,0,0,0,0,0,0,0,1,1,1,1,0,4
vp_130783_case_001,21,30,35,85.29411764705883,후반,2,1,4,3,0,0,1,0.8,0,0,0,1,0,1,1,0,1,0,1,0,5
vp_130784_case_001,1,10,20,12.857142857142856,초반,1,1,9,4,0,0,0,0.9,0,0,0,1,0,0,1,1,1,1,0,0,5
vp_130784_case_001,6,15,25,20.0,초반,1,1,7,3,0,0,0,0.8,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_130784_case_001,11,20,30,27.142857142857142,초반,0,0,3,1,0,0,0,0.8,0,2,1,0,0,0,0,0,1,0,0,0,1
vp_130784_case_001,16,25,35,34.285714285714285,중반,1,1,2,2,0,0,0,0.7,0,2,1,1,0,0,1,0,1,0,0,0,3
vp_130784_case_001,21,30,40,41.42857142857143,중반,3,2,3,3,3,0,0,0.6,2,0,0,1,0,0,1,0,0,0,0,1,3
vp_130784_case_001,26,35,45,48.57142857142857,중반,2,1,2,2,3,0,0,0.4,2,0,0,1,0,0,0,0,0,0,0,1,2
vp_130784_case_001,31,40,50,55.714285714285715,중반,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_130784_case_001,36,45,55,62.857142857142854,중반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_130784_case_001,41,50,60,70.0,후반,1,1,3,2,0,0,0,0.8,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_130784_case_001,46,55,65,77.14285714285715,후반,1,1,3,2,0,0,0,0.5,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_130784_case_001,51,60,70,84.28571428571429,후반,0,0,0,0,0,0,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1
vp_130784_case_001,56,65,71,91.42857142857143,후반,1,1,2,2,0,0,1,0.5,0,0,0,1,0,1,1,0,1,0,0,0,4
vp_130784_case_001,61,70,71,98.57142857142858,후반,1,1,2,2,0,0,0,0.4,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_130785_case_001,1,10,20,29.03225806451613,초반,1,1,10,3,0,1,0,0.7,0,0,0,1,1,0,0,1,1,1,0,0,5
vp_130785_case_001,6,15,25,45.16129032258064,중반,1,1,7,2,0,2,1,0.7,0,0,0,1,1,1,0,1,1,0,0,0,5
vp_130785_case_001,11,20,30,61.29032258064516,중반,3,2,5,3,0,4,1,0.5,0,0,0,1,1,1,1,1,0,1,0,0,6
vp_130785_case_001,16,25,32,77.41935483870968,후반,3,2,6,3,0,4,1,0.4,0,0,0,1,1,1,1,1,0,1,0,0,6
vp_130785_case_001,21,30,32,93.54838709677419,후반,1,1,6,2,0,1,1,0.5,0,0,0,1,1,1,1,1,0,0,0,0,5
vp_18243_case_001,1,17,41,19.565217391304348,초반,3,3,3,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18243_case_001,11,30,51,30.434782608695656,초반,3,3,4,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18243_case_001,20,41,64,41.30434782608695,중반,1,1,4,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18243_case_001,32,51,71,52.17391304347826,중반,1,1,2,2,0,0,0,1.0,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_18243_case_001,42,64,79,63.04347826086957,중반,1,1,1,1,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_18243_case_001,53,71,92,73.91304347826086,후반,1,1,2,1,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_18243_case_001,67,79,94,84.78260869565217,후반,1,1,2,1,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_18243_case_001,72,92,94,95.65217391304348,후반,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_18244_case_001,1,10,11,90.0,후반,0,0,2,1,1,1,0,0.5,1,0,0,0,1,0,0,1,0,0,0,0,2
vp_18245_case_001,1,10,20,39.130434782608695,중반,1,1,3,2,0,0,0,0.6,0,1,1,1,0,0,1,0,1,0,0,0,3
vp_18245_case_001,6,15,24,60.86956521739131,중반,1,1,2,2,0,0,0,0.5,0,1,1,1,0,0,1,0,1,0,0,0,3
vp_18245_case_001,11,20,24,82.6086956521739,후반,3,3,6,3,1,1,0,0.6,1,0,0,1,1,0,1,1,1,0,0,0,5
vp_18246_case_001,1,10,20,47.368421052631575,중반,0,0,0,0,0,0,3,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1
vp_18246_case_001,6,15,20,73.68421052631578,후반,1,1,2,1,0,0,3,0.7,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_18247_case_001,1,10,20,10.588235294117647,초반,5,3,6,1,0,0,1,0.9,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_18247_case_001,6,15,25,16.470588235294116,초반,3,2,4,1,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_18247_case_001,11,20,30,22.35294117647059,초반,1,1,1,1,0,0,0,0.8,0,3,1,1,0,0,1,0,0,0,0,0,2
vp_18247_case_001,16,25,35,28.235294117647058,초반,0,0,0,0,0,0,0,0.8,0,3,1,0,0,0,0,0,0,0,0,0,0
vp_18247_case_001,21,30,40,34.11764705882353,중반,0,0,2,2,4,0,0,1.0,3,0,0,0,0,0,0,0,0,0,0,1,1
vp_18247_case_001,26,35,45,40.0,중반,0,0,2,2,4,1,0,0.9,3,0,0,0,1,0,0,0,0,0,0,1,2
vp_18247_case_001,31,40,50,45.88235294117647,중반,0,0,1,1,0,2,0,0.7,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_18247_case_001,36,45,55,51.76470588235295,중반,0,0,1,1,0,1,0,0.6,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_18247_case_001,41,50,60,57.647058823529406,중반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_18247_case_001,46,55,65,63.52941176470588,중반,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_18247_case_001,51,60,70,69.41176470588235,후반,0,0,1,1,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18247_case_001,56,65,75,75.29411764705883,후반,0,0,2,1,0,1,0,0.8,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_18247_case_001,61,70,80,81.17647058823529,후반,0,0,2,1,0,1,1,0.7,0,0,0,0,1,1,0,1,0,0,0,0,3
vp_18247_case_001,66,75,85,87.05882352941177,후반,0,0,3,3,0,0,2,0.7,0,0,0,0,0,1,1,1,0,0,1,0,4
vp_18247_case_001,71,80,86,92.94117647058823,후반,0,0,3,2,0,1,3,0.6,0,0,0,0,1,1,1,0,0,0,1,0,4
vp_18247_case_001,76,85,86,98.82352941176471,후반,0,0,1,1,0,1,3,0.6,0,0,0,0,1,1,0,0,0,0,1,0,3
vp_18248_case_001,6,105,154,40.909090909090914,중반,0,0,7,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18248_case_001,90,121,179,63.63636363636363,중반,0,0,7,4,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,3
vp_18248_case_001,108,154,179,86.36363636363636,후반,0,0,3,3,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,2
vp_18249_case_001,1,16,38,24.324324324324326,초반,0,0,9,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18249_case_001,10,22,49,37.83783783783784,중반,0,0,8,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18249_case_001,17,38,55,51.35135135135135,중반,0,0,2,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18249_case_001,25,49,65,64.86486486486487,중반,0,0,2,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18249_case_001,39,55,70,78.37837837837837,후반,0,0,3,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18249_case_001,50,65,70,91.8918918918919,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_18250_case_001,1,11,23,23.076923076923077,초반,0,0,10,3,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,3
vp_18250_case_001,6,17,31,35.8974358974359,중반,0,0,8,3,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,1,0,3
vp_18250_case_001,12,23,38,48.717948717948715,중반,0,0,7,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18250_case_001,19,31,43,61.53846153846154,중반,0,0,6,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18250_case_001,25,38,48,74.35897435897436,후반,0,0,4,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18250_case_001,32,43,48,87.17948717948718,후반,0,0,3,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18252_case_001,1,10,17,56.25,중반,0,0,4,3,0,0,0,0.9,0,0,0,0,0,0,0,1,1,0,1,0,3
vp_18252_case_001,6,15,17,87.5,후반,0,0,5,3,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,3
vp_18252_case_002,1,10,17,56.25,중반,1,1,2,2,0,0,0,1.0,0,1,1,1,0,0,1,0,1,0,0,0,3
vp_18252_case_002,6,15,17,87.5,후반,1,1,2,2,1,0,0,1.0,1,0,0,1,0,0,1,0,1,0,0,0,3
vp_18253_case_001,3,14,20,69.23076923076923,후반,1,1,2,2,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_18254_case_002,1,10,27,37.5,중반,3,1,10,2,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_18254_case_002,6,20,35,58.333333333333336,중반,3,1,6,2,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_18254_case_002,13,27,35,79.16666666666666,후반,2,1,3,2,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_18255_case_002,1,10,20,42.857142857142854,중반,0,0,5,3,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,1,3
vp_18255_case_002,6,15,22,66.66666666666666,후반,1,1,4,2,0,0,0,0.9,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_18255_case_002,11,20,22,90.47619047619048,후반,1,1,4,3,0,0,0,0.9,0,0,0,1,0,0,0,1,1,1,0,0,4
vp_18257_case_001,1,14,27,45.0,중반,0,0,3,3,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,3
vp_18257_case_001,10,20,28,70.0,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_18257_case_001,15,27,28,95.0,후반,1,1,3,2,0,0,0,1.0,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_18257_case_002,2,20,26,69.23076923076923,후반,2,1,4,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18259_case_003,1,12,22,56.25,중반,1,1,5,4,1,0,0,1.0,0,0,0,1,0,0,1,1,0,0,1,1,5
vp_18259_case_003,7,20,22,87.5,후반,0,0,2,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1
vp_18260_case_002,1,15,27,36.0,중반,0,0,4,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,2
vp_18260_case_002,8,21,34,56.00000000000001,중반,0,0,2,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,1,2
vp_18260_case_002,17,27,36,76.0,후반,1,1,3,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18260_case_002,22,34,36,96.0,후반,1,1,5,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_18261_case_001,1,10,20,25.71428571428571,초반,3,2,3,1,1,2,0,0.7,1,1,1,1,1,0,0,0,0,0,1,0,3
vp_18261_case_001,6,15,25,40.0,중반,1,1,5,4,2,2,0,0.8,1,0,0,1,1,0,0,1,0,0,1,1,5
vp_18261_case_001,11,20,30,54.285714285714285,중반,0,0,9,4,2,3,0,0.6,1,0,0,0,1,0,0,1,0,0,1,1,4
vp_18261_case_001,16,25,35,68.57142857142857,후반,0,0,5,3,0,2,0,0.6,0,0,0,0,1,0,0,0,0,0,1,1,3
vp_18261_case_001,21,30,36,82.85714285714286,후반,1,1,1,1,0,0,0,0.8,0,0,0,1,0,0,0,1,0,0,0,0,2
vp_18261_case_001,26,35,36,97.14285714285714,후반,2,2,2,2,0,0,0,0.8,0,0,0,1,0,0,0,1,0,0,1,0,3
vp_18262_case_001,1,10,20,6.164383561643835,초반,0,0,0,0,0,0,2,0.6,0,0,0,0,0,1,0,0,0,0,0,0,1
vp_18262_case_001,6,15,25,9.58904109589041,초반,0,0,1,1,0,0,1,0.6,0,0,0,0,0,1,0,1,0,0,0,0,2
vp_18262_case_001,11,20,30,13.013698630136986,초반,0,0,1,1,0,1,1,0.6,0,0,0,0,1,1,0,1,0,0,0,0,3
vp_18262_case_001,16,25,35,16.43835616438356,초반,0,0,0,0,0,1,1,0.7,0,0,0,0,1,1,0,0,0,0,0,0,2
vp_18262_case_001,21,30,40,19.863013698630137,초반,0,0,0,0,0,1,0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_18262_case_001,26,35,45,23.28767123287671,초반,0,0,1,1,0,2,0,0.7,0,1,1,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,31,40,50,26.71232876712329,초반,0,0,1,1,0,1,0,0.8,0,1,1,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,36,45,55,30.136986301369863,초반,0,0,1,1,1,0,0,0.9,1,0,0,0,0,0,0,0,0,0,1,0,1
vp_18262_case_001,41,50,60,33.56164383561644,중반,0,0,1,1,1,1,0,0.8,1,0,0,0,1,0,0,0,0,0,1,0,2
vp_18262_case_001,46,55,65,36.986301369863014,중반,0,0,1,1,0,1,0,0.7,0,0,0,0,1,0,0,0,0,0,1,0,2
vp_18262_case_001,51,60,70,40.41095890410959,중반,0,0,1,1,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_18262_case_001,56,65,75,43.83561643835616,중반,0,0,0,0,0,2,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_18262_case_001,61,70,80,47.26027397260274,중반,0,0,1,1,0,2,0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,66,75,85,50.68493150684932,중반,0,0,1,1,0,0,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18262_case_001,71,80,90,54.109589041095894,중반,0,0,0,0,0,0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0
vp_18262_case_001,76,85,95,57.534246575342465,중반,0,0,1,1,0,0,0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1
vp_18262_case_001,81,90,100,60.95890410958904,중반,0,0,1,1,1,1,0,0.9,1,0,0,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,86,95,105,64.38356164383562,중반,0,0,0,0,1,2,0,0.7,1,0,0,0,1,0,0,0,0,0,0,0,1
vp_18262_case_001,91,100,110,67.8082191780822,후반,0,0,1,1,0,1,0,0.8,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,96,105,115,71.23287671232876,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_18262_case_001,101,110,120,74.65753424657534,후반,0,0,0,0,0,3,0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_18262_case_001,106,115,125,78.08219178082192,후반,0,0,1,1,0,4,0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,111,120,130,81.5068493150685,후반,0,0,2,1,0,1,0,0.9,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,116,125,135,84.93150684931507,후반,0,0,1,1,0,1,0,0.9,0,1,1,0,1,0,0,1,0,0,0,0,2
vp_18262_case_001,121,130,140,88.35616438356165,후반,0,0,0,0,0,1,0,0.9,0,1,1,0,1,0,0,0,0,0,0,0,1
vp_18262_case_001,126,135,145,91.78082191780823,후반,0,0,1,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
vp_18262_case_001,131,140,147,95.2054794520548,후반,0,0,2,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1
vp_18262_case_001,136,145,147,98.63013698630137,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_18263_case_001,1,14,28,42.857142857142854,중반,0,0,2,1,0,0,0,1.0,0,1,1,0,0,0,0,0,0,0,1,0,1
vp_18263_case_001,10,20,31,66.66666666666666,후반,0,0,2,2,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,2
vp_18263_case_001,15,28,31,90.47619047619048,후반,0,0,2,2,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,2
vp_18264_case_003,2,15,20,69.23076923076923,후반,0,0,2,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_18265_case_001,1,10,20,25.71428571428571,초반,2,2,3,2,0,2,0,0.7,0,0,0,1,1,0,1,1,0,0,0,0,4
