case_id,window_start,window_end,future_end,progress_pct,phase,recent_impersonation_count,recent_impersonation_diversity,recent_strategy_count,recent_strategy_diversity,recent_action_count,recent_continue_question_count,recent_alert_question_count,recent_offender_turn_share,current_risky_action_count,future_risky_action_count,future_risk,has_impersonation,has_continue_question,has_alert_question,has_authority,has_urgency,has_fear,has_legitimacy,has_money_request,has_info_extraction,signal_count
vp_36406_case_001,56,65,75,30.18867924528302,초반,1,1,3,3,0,0,0,0.9,0,0,0,1,0,0,1,1,0,1,0,0,4
vp_36406_case_001,61,70,80,32.54716981132076,초반,1,1,5,4,0,1,0,0.9,0,0,0,1,1,0,1,1,1,1,0,0,6
vp_36406_case_001,66,75,85,34.90566037735849,중반,0,0,3,3,0,1,0,0.9,0,1,1,0,1,0,1,0,1,1,0,0,4
vp_36406_case_001,71,80,90,37.264150943396224,중반,0,0,5,3,0,0,0,0.9,0,1,1,0,0,0,1,0,1,1,0,0,3
vp_36406_case_001,76,85,95,39.62264150943396,중반,1,1,5,3,2,0,0,0.8,1,0,0,1,0,0,1,0,1,1,0,0,4
vp_36406_case_001,81,90,100,41.9811320754717,중반,1,1,2,2,2,1,0,0.8,1,0,0,1,1,0,1,1,0,0,0,0,4
vp_36406_case_001,86,95,105,44.339622641509436,중반,0,0,3,2,0,1,0,0.8,0,0,0,0,1,0,0,1,1,0,0,0,3
vp_36406_case_001,91,100,110,46.69811320754717,중반,2,2,7,3,0,0,0,0.9,0,0,0,1,0,0,1,0,1,0,1,0,4
vp_36406_case_001,96,105,115,49.056603773584904,중반,2,2,7,3,0,0,0,0.8,0,0,0,1,0,0,1,0,1,0,1,0,4
vp_36406_case_001,101,110,120,51.41509433962265,중반,0,0,3,2,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1,0,2
vp_36406_case_001,106,115,125,53.77358490566038,중반,0,0,2,2,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1
vp_36406_case_001,111,120,130,56.132075471698116,중반,0,0,2,2,0,0,0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36406_case_001,116,125,135,58.490566037735846,중반,0,0,3,2,0,0,0,0.9,0,0,0,0,0,0,1,0,1,0,0,0,2
vp_36406_case_001,121,130,140,60.84905660377359,중반,0,0,4,2,0,1,0,0.9,0,0,0,0,1,0,1,0,1,0,0,0,3
vp_36406_case_001,126,135,145,63.20754716981132,중반,0,0,4,1,0,2,0,0.8,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36406_case_001,131,140,150,65.56603773584906,중반,0,0,2,1,0,3,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36406_case_001,136,145,155,67.9245283018868,후반,0,0,2,1,0,2,0,0.7,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36406_case_001,141,150,160,70.28301886792453,후반,0,0,4,1,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36406_case_001,146,155,165,72.64150943396226,후반,0,0,6,2,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,1,0,2
vp_36406_case_001,151,160,170,75.0,후반,0,0,4,2,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,1,0,2
vp_36406_case_001,156,165,175,77.35849056603774,후반,0,0,1,1,0,1,0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36406_case_001,161,170,180,79.71698113207547,후반,0,0,2,2,0,2,0,0.7,0,0,0,0,1,0,0,1,1,0,0,0,3
vp_36406_case_001,166,175,185,82.0754716981132,후반,0,0,1,1,0,1,0,0.7,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36406_case_001,171,180,190,84.43396226415094,후반,0,0,0,0,0,1,0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36406_case_001,176,185,195,86.79245283018868,후반,0,0,0,0,0,1,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36406_case_001,181,190,200,89.15094339622641,후반,0,0,0,0,0,2,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36406_case_001,186,195,205,91.50943396226415,후반,0,0,0,0,0,4,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36406_case_001,191,200,210,93.86792452830188,후반,0,0,1,1,0,2,0,0.6,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36406_case_001,196,205,213,96.22641509433963,후반,0,0,1,1,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36406_case_001,201,210,213,98.58490566037736,후반,0,0,1,1,0,1,0,0.8,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36407_case_001,1,10,20,21.951219512195124,초반,1,1,2,2,0,2,0,0.6,0,0,0,1,1,0,0,0,1,0,0,1,4
vp_36407_case_001,6,15,25,34.146341463414636,중반,2,2,4,3,0,1,0,0.7,0,0,0,1,1,0,1,1,1,0,0,0,5
vp_36407_case_001,11,20,30,46.34146341463415,중반,1,1,4,4,0,0,1,0.7,0,0,0,1,0,1,1,1,1,0,1,0,6
vp_36407_case_001,16,25,35,58.536585365853654,중반,0,0,1,1,0,0,1,0.7,0,0,0,0,0,1,0,0,0,0,1,0,2
vp_36407_case_001,21,30,40,70.73170731707317,후반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36407_case_001,26,35,42,82.92682926829268,후반,0,0,1,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_36407_case_001,31,40,42,95.1219512195122,후반,0,0,3,2,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_36407_case_002,1,10,20,23.076923076923077,초반,1,1,3,3,1,0,0,0.9,0,0,0,1,0,0,1,0,1,0,0,1,4
vp_36407_case_002,6,15,25,35.8974358974359,중반,1,1,3,3,1,0,0,0.9,0,0,0,1,0,0,1,0,1,0,0,1,4
vp_36407_case_002,11,20,30,48.717948717948715,중반,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36407_case_002,16,25,35,61.53846153846154,중반,4,4,4,4,0,0,0,0.9,0,0,0,1,0,0,1,1,1,0,0,1,5
vp_36407_case_002,21,30,40,74.35897435897436,후반,5,4,6,4,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,1,5
vp_36407_case_002,26,35,40,87.17948717948718,후반,1,1,6,2,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_36407_case_003,1,10,20,23.076923076923077,초반,0,0,5,2,0,0,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_36407_case_003,6,15,25,35.8974358974359,중반,0,0,2,1,0,0,0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36407_case_003,11,20,30,48.717948717948715,중반,0,0,2,2,0,0,0,0.8,0,0,0,0,0,0,0,0,1,1,0,0,2
vp_36407_case_003,16,25,35,61.53846153846154,중반,0,0,3,2,0,0,0,0.7,0,0,0,0,0,0,0,0,1,1,0,0,2
vp_36407_case_003,21,30,40,74.35897435897436,후반,0,0,1,1,0,0,0,0.8,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36407_case_003,26,35,40,87.17948717948718,후반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36407_case_005,1,10,15,64.28571428571429,중반,1,1,1,1,0,0,0,0.7,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36408_case_001,1,10,18,52.94117647058824,중반,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36408_case_001,6,15,18,82.35294117647058,후반,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36409_case_001,1,10,16,60.0,중반,2,2,5,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_36409_case_001,6,15,16,93.33333333333333,후반,2,2,4,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_36410_case_001,1,10,20,31.03448275862069,초반,4,4,7,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_36410_case_001,6,15,25,48.275862068965516,중반,3,3,6,4,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,1,0,5
vp_36410_case_001,11,20,30,65.51724137931035,중반,1,1,4,2,0,1,0,0.8,0,0,0,1,1,0,1,0,0,0,1,0,4
vp_36410_case_001,16,25,30,82.75862068965517,후반,1,1,4,2,0,2,0,0.6,0,0,0,1,1,0,1,1,0,0,0,0,4
vp_36411_case_001,1,10,20,34.61538461538461,중반,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36411_case_001,6,15,25,53.84615384615385,중반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36411_case_001,11,20,27,73.07692307692307,후반,1,1,4,2,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_36411_case_001,16,25,27,92.3076923076923,후반,1,1,4,2,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_36413_case_001,1,10,20,2.4456521739130435,초반,1,1,4,3,0,0,1,0.5,0,0,0,1,0,1,1,1,1,0,0,0,5
vp_36413_case_001,6,15,25,3.804347826086957,초반,0,0,2,2,0,0,1,0.6,0,0,0,0,0,1,0,1,1,0,0,0,3
vp_36413_case_001,11,20,30,5.163043478260869,초반,0,0,2,1,0,0,1,0.7,0,0,0,0,0,1,0,1,0,0,0,0,2
vp_36413_case_001,16,25,35,6.521739130434782,초반,0,0,4,2,0,0,0,0.7,0,0,0,0,0,0,0,1,0,1,0,0,2
vp_36413_case_001,21,30,40,7.880434782608696,초반,0,0,2,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,1
vp_36413_case_001,26,35,45,9.239130434782608,초반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,31,40,50,10.597826086956522,초반,0,0,2,2,0,0,0,0.6,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_36413_case_001,36,45,55,11.956521739130435,초반,1,1,2,2,0,1,0,0.6,0,0,0,1,1,0,1,0,1,0,0,0,4
vp_36413_case_001,41,50,60,13.31521739130435,초반,1,1,1,1,0,1,0,0.6,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_36413_case_001,46,55,65,14.673913043478262,초반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,51,60,70,16.032608695652172,초반,0,0,2,1,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,56,65,75,17.391304347826086,초반,1,1,2,2,0,0,0,0.6,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_36413_case_001,61,70,80,18.75,초반,2,1,3,1,0,0,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,66,75,85,20.108695652173914,초반,1,1,2,1,0,0,0,0.3,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,71,80,90,21.467391304347828,초반,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,76,85,95,22.82608695652174,초반,1,1,1,1,0,0,0,0.9,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,81,90,100,24.184782608695652,초반,1,1,2,1,0,1,0,0.7,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_36413_case_001,86,95,105,25.543478260869566,초반,0,0,2,2,0,1,0,0.6,0,0,0,0,1,0,1,0,0,0,1,0,3
vp_36413_case_001,91,100,110,26.902173913043477,초반,0,0,3,2,0,0,0,0.7,0,0,0,0,0,0,0,0,1,0,1,0,2
vp_36413_case_001,96,105,115,28.26086956521739,초반,2,2,4,3,0,0,0,0.7,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_36413_case_001,101,110,120,29.6195652173913,초반,2,2,3,2,0,1,0,0.7,0,0,0,1,1,0,1,1,0,0,0,0,4
vp_36413_case_001,106,115,125,30.978260869565215,초반,0,0,1,1,0,2,0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36413_case_001,111,120,130,32.33695652173913,초반,0,0,1,1,0,1,0,0.9,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_36413_case_001,116,125,135,33.69565217391305,중반,1,1,2,1,0,0,0,0.9,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,121,130,140,35.05434782608695,중반,1,1,1,1,0,0,0,0.8,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,126,135,145,36.41304347826087,중반,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,131,140,150,37.77173913043478,중반,0,0,0,0,0,1,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,136,145,155,39.130434782608695,중반,0,0,0,0,0,1,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,141,150,160,40.48913043478261,중반,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,146,155,165,41.84782608695652,중반,1,1,1,1,0,0,0,0.7,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,151,160,170,43.20652173913043,중반,1,1,1,1,0,0,0,0.7,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,156,165,175,44.565217391304344,중반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_36413_case_001,161,170,180,45.92391304347826,중반,0,0,1,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_36413_case_001,166,175,185,47.28260869565217,중반,0,0,1,1,0,0,0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,1
vp_36413_case_001,171,180,190,48.641304347826086,중반,0,0,1,1,0,1,0,0.3,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_36413_case_001,176,185,195,50.0,중반,0,0,0,0,0,1,0,0.2,0,1,1,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,181,190,200,51.358695652173914,중반,0,0,0,0,0,2,0,0.4,0,1,1,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,186,195,205,52.71739130434783,중반,0,0,1,1,1,3,0,0.7,1,0,0,0,1,0,0,0,0,0,1,0,2
vp_36413_case_001,191,200,210,54.07608695652174,중반,0,0,2,2,1,3,0,0.7,1,0,0,0,1,0,1,0,0,0,1,0,3
vp_36413_case_001,196,205,215,55.434782608695656,중반,0,0,2,1,0,3,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_36413_case_001,201,210,220,56.79347826086957,중반,0,0,1,1,0,1,0,0.5,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_36413_case_001,206,215,225,58.152173913043484,중반,0,0,0,0,0,1,0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,211,220,230,59.5108695652174,중반,0,0,0,0,0,1,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,216,225,235,60.86956521739131,중반,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,221,230,240,62.22826086956522,중반,0,0,0,0,0,1,0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,226,235,245,63.58695652173913,중반,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,231,240,250,64.94565217391305,중반,1,1,0,0,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1
vp_36413_case_001,236,245,255,66.30434782608695,중반,1,1,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1
vp_36413_case_001,241,250,260,67.66304347826086,후반,1,1,1,1,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0,2
vp_36413_case_001,246,255,265,69.02173913043478,후반,1,1,1,1,0,2,0,0.6,0,0,0,1,1,0,0,0,0,0,1,0,3
vp_36413_case_001,251,260,270,70.38043478260869,후반,0,0,1,1,0,2,0,0.7,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36413_case_001,256,265,275,71.73913043478261,후반,0,0,2,1,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,261,270,280,73.09782608695652,후반,0,0,1,1,0,1,0,0.4,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36413_case_001,266,275,285,74.45652173913044,후반,0,0,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,271,280,290,75.81521739130434,후반,0,0,0,0,0,3,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,276,285,295,77.17391304347827,후반,0,0,0,0,0,1,0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36413_case_001,281,290,300,78.53260869565217,후반,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,286,295,305,79.8913043478261,후반,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36413_case_001,291,300,310,81.25,후반,0,0,1,1,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,296,305,315,82.6086956521739,후반,0,0,2,1,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,301,310,320,83.96739130434783,후반,0,0,2,2,0,0,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_36413_case_001,306,315,325,85.32608695652173,후반,0,0,1,1,0,1,0,0.7,0,0,0,0,1,0,0,0,1,0,0,0,2
vp_36413_case_001,311,320,330,86.68478260869566,후반,2,2,1,1,0,2,0,0.7,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_36413_case_001,316,325,335,88.04347826086956,후반,2,2,1,1,0,1,0,0.7,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_36413_case_001,321,330,340,89.40217391304348,후반,0,0,1,1,0,0,0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,1
vp_36413_case_001,326,335,345,90.76086956521739,후반,0,0,2,2,0,0,0,0.9,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_36413_case_001,331,340,350,92.11956521739131,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,336,345,355,93.47826086956522,후반,0,0,1,1,0,0,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36413_case_001,341,350,360,94.83695652173914,후반,0,0,2,2,0,0,3,0.5,0,0,0,0,0,1,1,1,0,0,0,0,3
vp_36413_case_001,346,355,365,96.19565217391305,후반,1,1,2,1,0,0,3,0.5,0,0,0,1,0,1,1,0,0,0,0,0,3
vp_36413_case_001,351,360,369,97.55434782608695,후반,1,1,1,1,0,0,0,0.8,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36413_case_001,356,365,369,98.91304347826086,후반,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36414_case_001,1,10,20,23.684210526315788,초반,1,1,5,3,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,1,0,4
vp_36414_case_001,6,15,25,36.84210526315789,중반,0,0,9,3,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,3
vp_36414_case_001,11,20,30,50.0,중반,0,0,9,3,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,1,0,3
vp_36414_case_001,16,25,35,63.1578947368421,중반,1,1,6,4,0,0,0,0.8,0,0,0,1,0,0,1,1,1,0,1,0,5
vp_36414_case_001,21,30,39,76.31578947368422,후반,1,1,4,3,0,1,0,0.5,0,0,0,1,1,0,1,1,1,0,0,0,5
vp_36414_case_001,26,35,39,89.47368421052632,후반,0,0,3,1,0,1,0,0.4,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36415_case_001,1,10,20,29.03225806451613,초반,1,1,4,3,0,1,1,0.7,0,0,0,1,1,1,1,1,1,0,0,0,6
vp_36415_case_001,6,15,25,45.16129032258064,중반,1,1,3,1,0,1,0,0.9,0,0,0,1,1,0,0,1,0,0,0,0,3
vp_36415_case_001,11,20,30,61.29032258064516,중반,1,1,3,1,0,1,0,0.9,0,0,0,1,1,0,0,1,0,0,0,0,3
vp_36415_case_001,16,25,32,77.41935483870968,후반,0,0,2,1,0,1,0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,2
vp_36415_case_001,21,30,32,93.54838709677419,후반,0,0,5,2,0,0,0,0.6,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_36415_case_002,1,10,20,25.71428571428571,초반,0,0,1,1,0,0,1,0.8,0,0,0,0,0,1,0,1,0,0,0,0,2
vp_36415_case_002,6,15,25,40.0,중반,0,0,1,1,0,0,0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36415_case_002,11,20,30,54.285714285714285,중반,1,1,0,0,0,0,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,1
vp_36415_case_002,16,25,35,68.57142857142857,후반,1,1,0,0,0,0,0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1
vp_36415_case_002,21,30,36,82.85714285714286,후반,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36415_case_002,26,35,36,97.14285714285714,후반,0,0,2,1,0,0,0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36416_case_001,1,12,25,18.75,초반,1,1,6,2,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,3
vp_36416_case_001,6,18,34,29.166666666666668,초반,2,1,3,2,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,3
vp_36416_case_001,13,25,42,39.58333333333333,중반,1,1,4,3,0,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,1,4
vp_36416_case_001,20,34,52,50.0,중반,0,0,6,2,0,0,0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,2
vp_36416_case_001,27,42,61,60.416666666666664,중반,0,0,5,2,0,0,0,1.0,0,1,1,0,0,0,0,0,1,1,0,0,2
vp_36416_case_001,35,52,66,70.83333333333334,후반,0,0,2,2,1,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,1,2
vp_36416_case_001,44,61,72,81.25,후반,0,0,2,2,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,1,2
vp_36416_case_001,55,66,72,91.66666666666666,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36416_case_002,2,15,33,47.368421052631575,중반,1,1,5,3,0,0,0,1.0,0,2,1,1,0,0,1,1,1,0,0,0,4
vp_36416_case_002,7,22,33,73.68421052631578,후반,1,1,5,5,3,0,0,1.0,2,0,0,1,0,0,1,1,0,1,0,1,5
vp_36416_case_003,1,10,20,22.5,초반,0,0,0,0,0,1,0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1
vp_36416_case_003,6,15,25,35.0,중반,0,0,0,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0
vp_36416_case_003,11,20,30,47.5,중반,0,0,0,0,0,0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0
vp_36416_case_003,16,25,35,60.0,중반,1,1,1,1,1,1,0,0.8,1,0,0,1,1,0,1,0,0,0,0,0,3
vp_36416_case_003,21,30,40,72.5,후반,1,1,2,2,1,2,0,0.7,1,0,0,1,1,0,1,0,0,0,1,0,4
vp_36416_case_003,26,35,41,85.0,후반,1,1,2,2,0,1,0,0.6,0,0,0,1,1,0,1,0,0,0,1,0,4
vp_36416_case_003,31,40,41,97.5,후반,1,1,1,1,0,0,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36416_case_004,1,24,70,18.367346938775512,초반,0,0,1,1,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1
vp_36416_case_004,9,53,77,28.57142857142857,초반,0,0,1,1,1,0,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1
vp_36416_case_004,30,70,85,38.775510204081634,중반,0,0,2,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_36416_case_004,58,77,90,48.97959183673469,중반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1
vp_36416_case_004,72,85,95,59.183673469387756,중반,1,1,2,2,0,0,0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,3
vp_36416_case_004,78,90,100,69.38775510204081,후반,2,2,5,4,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,1,0,5
vp_36416_case_004,86,95,114,79.59183673469387,후반,1,1,3,3,0,0,0,1.0,0,0,0,1,0,0,1,1,1,0,0,0,4
vp_36416_case_004,91,100,114,89.79591836734694,후반,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36416_case_006,1,10,20,32.142857142857146,초반,1,1,1,1,0,0,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36416_case_006,6,15,25,50.0,중반,2,1,2,1,0,0,0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2
vp_36416_case_006,11,20,29,67.85714285714286,후반,1,1,2,1,0,2,0,0.6,0,0,0,1,1,0,1,0,0,0,0,0,3
vp_36416_case_006,16,25,29,85.71428571428571,후반,0,0,2,1,0,2,0,0.4,0,0,0,0,1,0,1,0,0,0,0,0,2
vp_36416_case_007,1,14,29,42.857142857142854,중반,1,1,3,2,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_36416_case_007,9,21,33,66.66666666666666,후반,1,1,6,2,0,0,0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,3
vp_36416_case_007,16,29,33,90.47619047619048,후반,0,0,4,2,0,0,0,1.0,0,0,0,0,0,0,0,1,1,0,0,0,2
vp_36416_case_008,1,18,22,69.23076923076923,후반,2,2,3,2,0,0,0,1.0,0,0,0,1,0,0,1,1,0,0,0,0,3
vp_36416_case_009,1,28,38,39.130434782608695,중반,0,0,0,0,1,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0
vp_36416_case_009,21,33,44,60.86956521739131,중반,0,0,5,3,1,0,0,1.0,1,0,0,0,0,0,0,1,1,1,0,0,3
vp_36416_case_009,29,38,44,82.6086956521739,후반,1,1,6,4,0,0,0,1.0,0,0,0,1,0,0,1,1,1,1,0,0,5
vp_36416_case_010,1,10,20,32.142857142857146,초반,0,0,3,2,0,2,0,0.7,0,0,0,0,1,0,0,1,0,0,1,0,3
vp_36416_case_010,6,15,25,50.0,중반,0,0,2,2,0,2,0,0.8,0,0,0,0,1,0,0,1,0,0,1,0,3
vp_36416_case_010,11,20,29,67.85714285714286,후반,0,0,3,2,0,2,0,0.8,0,0,0,0,1,0,0,1,0,0,1,0,3
vp_36416_case_010,16,25,29,85.71428571428571,후반,0,0,2,2,0,2,0,0.8,0,0,0,0,1,0,0,1,0,0,1,0,3
vp_36416_case_011,1,17,29,32.142857142857146,초반,0,0,3,2,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,2
vp_36416_case_011,11,22,36,50.0,중반,0,0,2,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
vp_36416_case_011,18,29,40,67.85714285714286,후반,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp_36416_case_011,23,36,40,85.71428571428571,후반,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
